exercise,video_name,url
deadlift,deadlift_013-2.mp4,https://drive.google.com/file/d/1_h3WsD3YAi13gZkhKxO5keCC4WXTIVkA/preview
deadlift,deadlift_010-04.mp4,https://drive.google.com/file/d/1aCa-YGyIBk6BO_m8nMi592sX-H9cRsi1/preview
deadlift,deadlift_018-1.mp4,https://drive.google.com/file/d/1rOINyqrHTMTI8-NI-reMm22TRoZcs1d-/preview
deadlift,deadlift_009-2.mp4,https://drive.google.com/file/d/1MEvI7lg9_sRrvUnZgiw2SEkhNPFVnl4j/preview
deadlift,deadlift_005-3.mp4,https://drive.google.com/file/d/1fbUKKW510kLbhwK5g3W-BYPfYO0G7S_0/preview
deadlift,deadlift_017-1.mp4,https://drive.google.com/file/d/1mQHPAs0UPCDcCDZmC6W7J71MRKWp9i0x/preview
deadlift,deadlift_002-4.mp4,https://drive.google.com/file/d/1E926LFOW3f666ndJrfjpcyS3oAdrxq54/preview
deadlift,deadlift_012-2.mp4,https://drive.google.com/file/d/1HxCv_f5JHftXKnygIoGmnfB1NS_9QBEB/preview
deadlift,deadlift_001-6.mp4,https://drive.google.com/file/d/13_ApvG-L6r0XM43713EZ7uvZ9jhkHZQ1/preview
deadlift,deadlift_007-3.mp4,https://drive.google.com/file/d/1vC-8Kyd3F4gMqTwYvxPRGXFhtEZKdTT0/preview
deadlift,deadlift_006-04.mp4,https://drive.google.com/file/d/1GPKJvzMpb9Y4O5t9_ECK0JctKnjhipta/preview
deadlift,deadlift_003-3.mp4,https://drive.google.com/file/d/1wZP-FP9o2kEsSJYrqMGNFHjvCdw_MIHX/preview
deadlift,deadlift_010-03.mp4,https://drive.google.com/file/d/1Vwif6Q2LXKW27QdiA7fSo2Gry48tKGBG/preview
deadlift,deadlift_004-3.mp4,https://drive.google.com/file/d/1H-CeiaoPxSO831G-o16QpZia5D1Sf8vO/preview
deadlift,deadlift_015-01.mp4,https://drive.google.com/file/d/1UKUJ8Po6bd5ixQCgrSsT67mt6dorAi0Z/preview
deadlift,deadlift_016-1.mp4,https://drive.google.com/file/d/1FaiW0UcgtjrIckeqo-Eg7_17xUXshSG3/preview
deadlift,deadlift_008-3.mp4,https://drive.google.com/file/d/1S3F_HNrw5w3lnp4u6Ys_3iiT1s-db4E0/preview
deadlift,deadlift_002-3.mp4,https://drive.google.com/file/d/1DybFH1U_wDO49js4vV92JJxyzC2yO0Fo/preview
deadlift,deadlift_001-5.mp4,https://drive.google.com/file/d/1dDxLpwejUt6lP8qIWTJhOf-ZzBhYjWJj/preview
deadlift,deadlift_005-2.mp4,https://drive.google.com/file/d/1Ou-UT-vCDon3R2i5oofEpuHhq9dsALRu/preview
deadlift,deadlift_006-03.mp4,https://drive.google.com/file/d/12q8oMCUZY2hLDgWno3ZIrJ_GhMkvg33H/preview
deadlift,deadlift_013-1.mp4,https://drive.google.com/file/d/1geejdCfjTPwM8C0dhF_aPouhP4zcORhV/preview
deadlift,deadlift_008-2.mp4,https://drive.google.com/file/d/14PvkpBIZhwfyxe65QOGRb3olWX97O3FB/preview
deadlift,deadlift_006-02.mp4,https://drive.google.com/file/d/1n15Pd6wJNp9R9lKao9fpTtI0-hQJ64Di/preview
deadlift,deadlift_007-2.mp4,https://drive.google.com/file/d/1_4zQaszz1qBG6wDiO9d72CJCx1dAU2Fk/preview
deadlift,deadlift_003-2.mp4,https://drive.google.com/file/d/1izYADGce7U-WmqrEAzUBvYzHDAv5fF_T/preview
deadlift,deadlift_004-2.mp4,https://drive.google.com/file/d/1QRgufOFKbRnj0u4_GTJJCRp7Z7vhCCl1/preview
deadlift,deadlift_012-1.mp4,https://drive.google.com/file/d/14oYDa936SvpWpazpbYI3Di8d77EIxUzB/preview
deadlift,deadlift_001-4.mp4,https://drive.google.com/file/d/1Fy42DmHvcyNJ4lAW3b4X4CgA3aRcYwrO/preview
deadlift,deadlift_002-2.mp4,https://drive.google.com/file/d/1SBNPAF52xgnLs7x8IabFl1bNzhV9Djj0/preview
deadlift,deadlift_010-02.mp4,https://drive.google.com/file/d/1qixp9OGUYf4K8exS4JY7jIk9Dbpo2UAB/preview
deadlift,deadlift_009-1.mp4,https://drive.google.com/file/d/1-uuMx79rLqT6I1arU19HBTHdwxOfzDJj/preview
deadlift,deadlift_010-01.mp4,https://drive.google.com/file/d/187mxKJ213FVYfCSbLVtj6-qchgCI73Mh/preview
deadlift,deadlift_001-3.mp4,https://drive.google.com/file/d/1eeYgZ4RLOy3gKzSX5enMLL_xzRVj3fmE/preview
deadlift,deadlift_008-1.mp4,https://drive.google.com/file/d/1iGKoBovS_fpifHq2UTORqQnOBEqzJ7ZG/preview
deadlift,deadlift_006-01.mp4,https://drive.google.com/file/d/1E6JlI09uIUnfM8RccR3K2_ohO3Gc1-wN/preview
deadlift,deadlift_007-1.mp4,https://drive.google.com/file/d/1CYTaY6qEP-SgKEKZNhrIRFsmc16EvjXf/preview
deadlift,deadlift_005-1.mp4,https://drive.google.com/file/d/1u7pUJRFXxsrFWB-nPIWo2OVw1KFUq_oB/preview
deadlift,deadlift_003-1.mp4,https://drive.google.com/file/d/1EXO2CApH-A4z3V7984L6jOv2DLGctGPl/preview
deadlift,deadlift_001-2.mp4,https://drive.google.com/file/d/1Z_tPVabL4D9c7Gy0xvYmSfgtfsJMV_qE/preview
deadlift,deadlift_004-1.mp4,https://drive.google.com/file/d/18LBmqMX-L_zf_Xsp1GJYkIw-wYfC_e5o/preview
deadlift,deadlift_002-1.mp4,https://drive.google.com/file/d/10DfhacbxwdD3I3yrGlz8Z0MTdYvaJn2a/preview
deadlift,deadlift_001-1.mp4,https://drive.google.com/file/d/1eps9xv7NA7Gk8_9hLks1j9mlL2Sg5xnT/preview
